SampleID	CollectionDate	Subj_Certainty	Subject	SampleCollectedBy	SampleNotes	ExtractID	ExtractDate	ExtractConc	ExtractedBy	ExtractKit	ExtractBox	ExtractNotes	LibraryCode	LibPrepWorkflow	LibPrepDate	SequenceID	LibraryTube	LibraryBarcode	LibraryConc_QC2	LibraryTotalPoolVol
HDZ-306	2024-02-11	yes	Warble	HDZ Keepers		HDZ-306-E1	2024-06-14	4.3	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL005	rapid16s	2024-07-17	HDZ-306-S115	23	16S23	4.59	61
HDZ-307	2024-02-09	yes	Warble	HDZ Keepers		HDZ-307-E1	2024-06-18	19	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-307-S116	1	16S1		NA
HDZ-308	2024-02-15	yes	Culi	HDZ Keepers		HDZ-308-E1	2024-06-18	37	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-308-S117	2	16S2		NA
HDZ-309	2024-02-29	yes	Warble	HDZ Keepers		HDZ-309-E1	2024-06-18	49	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-309-S118	3	16S3		NA
HDZ-310	2024-02-20	yes	Culi	HDZ Keepers		HDZ-310-E1	2024-06-18	45	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-310-S119	4	16S4		NA
HDZ-311	2024-12-14	yes	Culi	HDZ Keepers		HDZ-311-E1	2024-06-18	46	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-311-S120	5	16S5		NA
HDZ-312	2024-02-14	yes	Warble	HDZ Keepers		HDZ-312-E1	2024-06-18	33	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-312-S121	6	16S6		NA
HDZ-313	2024-02-16	yes	Warble	HDZ Keepers		HDZ-313-E1	2024-06-20	45	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-313-S125	10	16S10		NA
HDZ-314	2024-02-16	yes	Culi	HDZ Keepers		HDZ-314-E1	2024-06-20	11	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-314-S126	11	16S11		NA
HDZ-315	2024-02-10	yes	Warble	HDZ Keepers		HDZ-315-E1	2024-06-20	39	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-315-S127	12	16S12		NA
HDZ-316	2024-03-24	yes	Warble	HDZ Keepers		HDZ-316-E1	2024-08-08	79	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-316-S256	3	16S3		NA
HDZ-317	2024-02-13	yes	Culi	HDZ Keepers		HDZ-317-E1	2024-07-11	11	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL007	rapid16s	2024-07-22	HDZ-317-S155	17	16S17		NA
HDZ-318	2024-02-11	yes	Culi	HDZ Keepers		HDZ-318-E1	2024-07-11	18	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL007	rapid16s	2024-07-22	HDZ-318-S156	18	16S18		NA
HDZ-319	2024-02-17	yes	Culi	HDZ Keepers		HDZ-319-E1	2024-07-11	26	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL007	rapid16s	2024-07-22	HDZ-319-S157	19	16S19		NA
HDZ-320	2024-02-21	yes	Culi	HDZ Keepers		HDZ-320-E1	2024-06-27	88	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-320-S131	16	16S16		NA
HDZ-321	2024-03-10	yes	Culi	HDZ Keepers		HDZ-321-E1	2024-06-27	29	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-321-S132	17	16S17		NA
HDZ-322	2024-03-03	yes	Culi	HDZ Keepers		HDZ-322-E1	2024-06-27	1.2	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-322-S133	18	16S18		NA
HDZ-323	2024-01-17	yes	Warble	HDZ Keepers		HDZ-323-E1	2024-06-28	34	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-323-S134	19	16S19		NA
HDZ-324	2024-02-18	yes	Culi	HDZ Keepers		HDZ-324-E1	2024-06-28	23	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-324-S135	20	16S20		NA
HDZ-325	2024-02-22	yes	Warble	HDZ Keepers		HDZ-325-E1	2024-06-28	37	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-325-S136	21	16S21		NA
HDZ-326	2024-02-09	yes	Culi	HDZ Keepers		HDZ-326-E1	2024-06-28	37	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-326-S137	22	16S22		NA
HDZ-327	2024-02-25	yes	Culi	HDZ Keepers		HDZ-327-E1	2024-06-28	13	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL006	rapid16s	2024-07-18	HDZ-327-S138	23	16S23		NA
HDZ-328	2024-02-24	yes	Culi	HDZ Keepers		HDZ-328-E1	2024-06-28	34	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		PL007	rapid16s	2024-07-22	HDZ-328-S158	20	16S20		NA
HDZ-329	2024-02-18	yes	Warble	HDZ Keepers		HDZ-329-E1	2024-08-28	66	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL014	rapid16s	2024-09-06	HDZ-329-S315	16	16S16		NA
HDZ-330	2024-02-10	yes	Culi	HDZ Keepers		HDZ-330-E1	2024-08-28	45	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL015	rapid16s	2024-09-09	HDZ-330-S323	1	16S1		NA
HDZ-331	2024-02-12	yes	Warble	HDZ Keepers		HDZ-331-E1	2024-08-28	32	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL015	rapid16s	2024-09-09	HDZ-331-S324	2	16S2		NA
HDZ-332	2024-02-21	yes	Warble	HDZ Keepers		HDZ-332-E1	2024-07-12	27	EK	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-332-S168	7	16S7		NA
HDZ-333	2024-02-19	yes	Warble	HDZ Keepers		HDZ-333-E1	2024-07-12	69	EK	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-333-S169	8	16S8		NA
HDZ-334	2024-02-24	yes	Warble	HDZ Keepers		HDZ-334-E1	2024-08-28	37	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL015	rapid16s	2024-09-09	HDZ-334-S325	3	16S3		NA
HDZ-335	2024-02-20	yes	Warble	HDZ Keepers		HDZ-335-E1	2024-07-12	28	EK	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL012	rapid16s	2024-08-30	HDZ-335-S257	4	16S4		NA
HDZ-336	2024-02-12	yes	Culi	HDZ Keepers		HDZ-336-E1	2024-07-11	52	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL007	rapid16s	2024-07-22	HDZ-336-S159	21	16S21		NA
HDZ-337	2024-03-08	yes	Warble	HDZ Keepers		HDZ-337-E1	2024-07-11	43	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL007	rapid16s	2024-07-22	HDZ-337-S160	22	16S22		NA
HDZ-338	2024-03-10	yes	Warble	HDZ Keepers		HDZ-338-E1	2024-07-11	69	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL007	rapid16s	2024-07-22	HDZ-338-S161	23	16S23		NA
HDZ-339	2024-03-08	yes	Culi	HDZ Keepers		HDZ-339-E1	2024-08-09	76	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL011	rapid16s	2024-08-21	HDZ-339-S252	22	16S22		NA
HDZ-340	2024-03-18	yes	Warble	HDZ Keepers		HDZ-340-E1	2024-08-28	35	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL015	rapid16s	2024-09-09	HDZ-340-S326	4	16S4		NA
HDZ-341	2024-03-20	yes	Culi	HDZ Keepers		HDZ-341-E1	2024-07-18	57	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-341-S170	9	16S9		NA
HDZ-342	2024-03-09	yes	Culi	HDZ Keepers		HDZ-342-E1	2024-07-18	47	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-342-S171	10	16S10		NA
HDZ-343	2024-03-11	yes	Warble	HDZ Keepers		HDZ-343-E1	2024-07-18	51	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-343-S172	11	16S11		NA
HDZ-344	2024-03-09	yes	Warble	HDZ Keepers		HDZ-344-E1	2024-08-26	28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL014	rapid16s	2024-09-06	HDZ-344-S316	17	16S17		NA
HDZ-345	2024-03-13	yes	Culi	HDZ Keepers		HDZ-345-E1	2024-08-08	69	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-345-S258	5	16S5		NA
HDZ-346	2024-03-13	yes	Warble	HDZ Keepers		HDZ-346-E1	2024-08-26	26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL014	rapid16s	2024-09-06	HDZ-346-S317	18	16S18		NA
HDZ-347	2024-03-11	yes	Culi	HDZ Keepers		HDZ-347-E1	2024-08-26	32	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL014	rapid16s	2024-09-06	HDZ-347-S318	19	16S19		NA
HDZ-348	2024-03-18	yes	Culi	HDZ Keepers		HDZ-348-E1	2024-08-08	33	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-348-S259	6	16S6		NA
HDZ-349	2024-03-20	yes	Warble	HDZ Keepers		HDZ-349-E1	2024-07-19	86	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-349-S173	12	16S12		NA
HDZ-350	2024-03-24	yes	Culi	HDZ Keepers		HDZ-350-E1	2024-07-19	8.4	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-350-S174	13	16S13		NA
HDZ-351	2024-04-16	yes	Warble	HDZ Keepers		HDZ-351-E1	2024-07-10	1.8	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-351-S175	14	16S14		NA
HDZ-352	2024-04-16	yes	Culi	HDZ Keepers		HDZ-352-E1	2024-07-10	22	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-352-S176	15	16S15		NA
HDZ-354	2024-04-19	yes	Culi	HDZ Keepers		HDZ-354-E1	2024-07-10	34	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-354-S177	16	16S16		NA
HDZ-355	2024-04-20	yes	Warble	HDZ Keepers		HDZ-355-E1	2024-07-22	33	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-355-S178	17	16S17		NA
HDZ-356	2024-04-26	yes	Warble	HDZ Keepers		HDZ-356-E1	2024-07-22	31	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-356-S179	18	16S18		NA
HDZ-357	2024-04-14	yes	Culi	HDZ Keepers		HDZ-357-E1	2024-07-22	13	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-357-S180	19	16S19		NA
HDZ-358	2024-04-15	yes	Culi	HDZ Keepers		HDZ-358-E1	2024-07-22	48	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-358-S181	20	16S20		NA
HDZ-359	2024-04-15	yes	Warble	HDZ Keepers		HDZ-359-E1	2024-07-22	33	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-359-S182	21	16S21		NA
HDZ-360	2024-04-22	yes	Warble	HDZ Keepers		HDZ-360-E1	2024-07-22	48	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-360-S183	22	16S22		NA
HDZ-361	2024-04-20	yes	Culi	HDZ Keepers		HDZ-361-E1	2024-07-22	68	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL008	rapid16s	2024-08-16	HDZ-361-S184	23	16S23		NA
HDZ-362	2024-04-25	yes	Culi	HDZ Keepers		HDZ-362-E1	2024-08-07	28	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-362-S208	1	16S1		NA
HDZ-363	2024-04-10	yes	Culi	HDZ Keepers		HDZ-363-E1	2024-08-07	39	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-363-S209	2	16S2		NA
HDZ-364	2024-04-12	yes	Culi	HDZ Keepers		HDZ-364-E1	2024-08-07	73	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-364-S210	3	16S3		NA
HDZ-365	2024-04-13	yes	Culi	HDZ Keepers		HDZ-365-E1	2024-08-07	55	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-365-S211	4	16S4		NA
HDZ-366	2024-04-13	yes	Warble	HDZ Keepers		HDZ-366-E1	2024-08-07	46	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-366-S212	5	16S5		NA
HDZ-367	2024-04-19	yes	Warble	HDZ Keepers		HDZ-367-E1	2024-08-07	47	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-367-S213	6	16S6		NA
HDZ-368	2024-04-24	yes	Culi	HDZ Keepers		HDZ-368-E1	2024-08-08	16	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-368-S214	7	16S7		NA
HDZ-369	2024-04-05	yes	Warble	HDZ Keepers		HDZ-369-E1	2024-08-08	20	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-369-S215	8	16S8		NA
HDZ-370	2024-04-04	yes	Culi	HDZ Keepers	Whistling, confirmed breeding	HDZ-370-E1	2024-08-08	55	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-370-S216	9	16S9		NA
HDZ-371	2024-04-04	yes	Warble	HDZ Keepers	Whistling, confirmed breeding	HDZ-371-E1	2024-08-07	22	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-371-S217	10	16S10		NA
HDZ-372	2024-04-06	yes	Culi	HDZ Keepers		HDZ-372-E1	2024-08-07	26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-372-S218	11	16S11		NA
HDZ-373	2024-03-08	yes	Culi	HDZ Keepers		HDZ-373-E1	2024-08-07	11	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-373-S219	12	16S12		NA
HDZ-374	2024-04-22	yes	Warble	HDZ Keepers		HDZ-374-E1	2024-08-22	56	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL013	rapid16s	2024-08-30	HDZ-374-S284	8	16S8		NA
HDZ-375	2024-04-05	yes	Culi	HDZ Keepers		HDZ-375-E1	2024-08-22	36	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL013	rapid16s	2024-08-30	HDZ-375-S285	9	16S9		NA
HDZ-376	2024-04-03	yes	Warble	HDZ Keepers	Warble and Culi resting together	HDZ-376-E1	2024-08-22	48	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL013	rapid16s	2024-08-30	HDZ-376-S286	10	16S10		NA
HDZ-377	2024-04-03	yes	Culi	HDZ Keepers	Warble and Culi resting together	HDZ-377-E1	2024-08-22	38	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL013	rapid16s	2024-08-30	HDZ-377-S287	11	16S11		NA
HDZ-378	2024-04-06	yes	Warble	HDZ Keepers		HDZ-378-E1	2024-08-22	14	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL013	rapid16s	2024-08-30	HDZ-378-S288	12	16S12		NA
HDZ-379	2024-04-12	yes	Warble	HDZ Keepers		HDZ-379-E1	2024-08-22	57	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL013	rapid16s	2024-08-30	HDZ-379-S289	13	16S13		NA
HDZ-380	2024-04-23	yes	Warble	HDZ Keepers		HDZ-380-E1	2024-08-22	15	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL013	rapid16s	2024-08-30	HDZ-380-S290	14	16S14		NA
HDZ-381	2024-04-07	yes	Culi	HDZ Keepers		HDZ-381-E1	2024-08-23	13	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL015	rapid16s	2024-09-09	HDZ-381-S327	5	16S5		NA
HDZ-382	2024-03-09	yes	Warble	HDZ Keepers		HDZ-382-E1	2024-08-23	9.7	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL015	rapid16s	2024-09-09	HDZ-382-S328	6	16S6		NA
HDZ-383	2024-03-09	yes	Culi	HDZ Keepers		HDZ-383-E1	2024-08-19	30	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-383-S260	7	16S7		NA
HDZ-384	2024-03-11	yes	Culi	HDZ Keepers		HDZ-384-E1	2024-08-19	41	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-384-S261	8	16S8		NA
HDZ-385	2024-03-14	yes	Warble	HDZ Keepers		HDZ-385-E1	2024-08-19	87	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-385-S262	9	16S9		NA
HDZ-386	2024-04-22	yes	Culi	HDZ Keepers		HDZ-386-E1	2024-08-19	33	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-386-S263	10	16S10		NA
HDZ-387	2024-04-01	yes	Warble	HDZ Keepers	Warble vulva swollen	HDZ-387-E1	2024-08-19	46	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-387-S264	11	16S11		NA
HDZ-388	2024-04-01	yes	Culi	HDZ Keepers	Warble vulva swollen	HDZ-388-E1	2024-08-19	63	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-388-S265	12	16S12		NA
HDZ-389	2024-03-04	yes	Culi	HDZ Keepers		HDZ-389-E1	2024-08-19	84	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-389-S266	13	16S13		NA
HDZ-390	2024-03-26	yes	Culi	HDZ Keepers		HDZ-390-E1	2024-08-19	18	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-390-S267	14	16S14		NA
HDZ-391	2024-03-23	yes	Warble	HDZ Keepers		HDZ-391-E1	2024-08-19	45	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-391-S268	15	16S15		NA
HDZ-392	2024-03-19	yes	Culi	HDZ Keepers		HDZ-392-E1	2024-08-19	7.3	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-392-S269	16	16S16		NA
HDZ-393	2024-03-17	yes	Warble	HDZ Keepers		HDZ-393-E1	2024-08-19	29	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-393-S270	17	16S17		NA
HDZ-394	2024-02-01	yes	Culi	HDZ Keepers		HDZ-394-E1	2024-08-19	52	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-394-S271	18	16S18		NA
HDZ-395	2024-03-05	yes	Culi	HDZ Keepers		HDZ-395-E1	2024-08-19	65	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-395-S272	19	16S19		NA
HDZ-396	2024-03-12	yes	Culi	HDZ Keepers		HDZ-396-E1	2024-08-19	30	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-396-S273	20	16S20		NA
HDZ-397	2024-03-07	no	Unknown	HDZ Keepers		HDZ-397-E1	2024-08-19	80	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-397-S274	21	16S21		NA
HDZ-398	2024-03-07	yes	Culi	HDZ Keepers		HDZ-398-E1	2024-08-23	21	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL015	rapid16s	2024-09-09	HDZ-398-S329	7	16S7		NA
HDZ-399	2024-03-06	yes	Warble	HDZ Keepers		HDZ-399-E1	2024-08-23	40	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL015	rapid16s	2024-09-09	HDZ-399-S330	8	16S8		NA
HDZ-400	2024-03-06	yes	Culi	HDZ Keepers		HDZ-400-E1	2024-08-23	44	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL015	rapid16s	2024-09-09	HDZ-400-S331	9	16S9		NA
HDZ-401	2024-04-02	yes	Culi	HDZ Keepers	Culi scrotum swollen, begin breeding access	HDZ-401-E1	2024-08-23	30	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL015	rapid16s	2024-09-09	HDZ-401-S332	10	16S10		NA
HDZ-402	2024-03-31	yes	Warble	HDZ Keepers		HDZ-402-E1	2024-08-23	20	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL015	rapid16s	2024-09-09	HDZ-402-S333	11	16S11		NA
HDZ-403	2024-03-30	yes	Warble	HDZ Keepers		HDZ-403-E1	2024-08-23	4.1	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL015	rapid16s	2024-09-09	HDZ-403-S334	12	16S12		NA
HDZ-405	2024-03-23	yes	Culi	HDZ Keepers		HDZ-405-E1	2024-08-23	39	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL015	rapid16s	2024-09-09	HDZ-405-S335	13	16S13		NA
HDZ-406	2024-03-22	yes	Warble	HDZ Keepers		HDZ-406-E1	2024-08-23	38	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL015	rapid16s	2024-09-09	HDZ-406-S336	14	16S14		NA
HDZ-407	2024-03-15	yes	Warble	HDZ Keepers	Sample is very red	HDZ-407-E1	2024-08-23	18	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL015	rapid16s	2024-09-09	HDZ-407-S337	15	16S15		NA
HDZ-408	2024-03-15	yes	Culi	HDZ Keepers		HDZ-408-E1	2024-08-23	63	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL015	rapid16s	2024-09-09	HDZ-408-S338	16	16S16		NA
HDZ-409	2024-03-12	yes	Warble	HDZ Keepers		HDZ-409-E1	2024-08-23	30	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL015	rapid16s	2024-09-09	HDZ-409-S339	17	16S17		NA
HDZ-410	2024-02-26	yes	Warble	HDZ Keepers		HDZ-410-E1	2024-09-06	62	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-410-E1-S349	4	16S4		NA
HDZ-411	2024-02-01	yes	Warble	HDZ Keepers		HDZ-411-E1	2024-09-06	45	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-411-E1-S350	5	16S5		NA
HDZ-412	2024-07-01	yes	Warble	HDZ Keepers		HDZ-412-E1	2024-08-27	44	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL014	rapid16s	2024-09-06	HDZ-412-S319	20	16S20		NA
HDZ-413	2024-06-30	yes	Warble	HDZ Keepers		HDZ-413-E1	2024-08-27	72	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL014	rapid16s	2024-09-06	HDZ-413-S320	21	16S21		NA
HDZ-414	2024-06-26	yes	Warble	HDZ Keepers		HDZ-414-E1	2024-08-27	88	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL014	rapid16s	2024-09-06	HDZ-414-S321	22	16S22		NA
